"PLAYER_NAME";"TEAM_ABBREVIATION";"AGE";"PTS";"AST";"REB";"OREB";"DREB";"TOV";"STL";"BLK";"FG_PCT";"FG3_PCT";"FT_PCT";"Peso";"Altura";"Position"
"Gabe York";"IND";28;13,5;6,8;3,4;0;3,4;1,7;3,4;1,7;0,286;0,167;0,6;86,18248;1,905;"SG"
"Gabriel Deck";"OKC";27;11,7;3,2;3,9;0,6;3,2;1,3;0,6;0;0,571;0,5;0;104,779752;1,9812;"PF"
"Gabriel Lundberg";"PHX";27;10,6;9;5,7;1,6;4,1;2,4;2,4;0;0,263;0,375;0;92,079176;1,9304;"SG"
"Garrett Temple";"NOP";36;10,1;2,4;4,7;1;3,7;1,4;1,4;0,8;0,376;0,319;0,683;88,45044;1,9558;"SG"
"Garrison Mathews";"HOU";25;13,7;1,3;4;0,7;3,3;0,9;1,2;0,5;0,399;0,36;0,794;97,52228;1,9558;"SG"
"Gary Clark";"NOP";27;9,6;1,7;8,6;2,2;6,4;1;1,2;0,7;0,375;0,4;0,7;102,0582;1,9812;"PF"
"Gary Harris";"ORL";27;14,1;2,2;2,5;0,7;1,8;1,3;1,2;0,2;0,434;0,384;0,874;95,25432;1,9304;"SG"
"Gary Payton II";"GSW";29;14,5;1,8;7,1;2,1;5;1,2;2,8;0,6;0,616;0,358;0,603;88,45044;1,8796;"SG"
"Gary Trent Jr.";"TOR";23;18,9;2,1;2,8;0,4;2,4;1,1;1,8;0,3;0,414;0,383;0,853;92,532768;1,9558;"SG"
"George Hill";"MIL";36;9,6;3,4;4,5;1,1;3,4;1,2;1,2;0,2;0,429;0,306;0,919;85,275296;1,9304;"PG"
"George King";"DAL";28;1,9;0;9,4;0;9,4;1,9;0;0;0;0;0,5;99,79024;1,9812;"SF"
"Georges Niang";"PHI";29;14,5;2,1;4,2;0,5;3,7;1,2;0,6;0,3;0,437;0,403;0,881;104,32616;1,9812;"PF"
"Georgios Kalaitzakis";"OKC";23;14,5;2;3,5;1;2,5;3,4;1,9;0,3;0,463;0,385;0,467;87,089664;2,0066;"SF"
"Giannis Antetokounmpo";"MIL";27;32,7;6,3;12,7;2,2;10,5;3,6;1,2;1,5;0,553;0,293;0,722;110,222856;2,1082;"PF"
"Goga Bitadze";"IND";22;17,2;2,7;8,7;3,9;4,8;2,3;1;2,1;0,52;0,288;0,681;113,398;2,1082;"C"
"Goran Dragic";"BKN";36;11,4;6,2;4,7;0,9;3,8;2,5;1,4;0,3;0,377;0,254;0,818;86,18248;1,9304;"PG"
"Gordon Hayward";"CHA";32;17,9;4,1;5,2;0,9;4,3;1,9;1,1;0,5;0,459;0,391;0,846;102,0582;2,0066;"SF"
"Gorgui Dieng";"ATL";32;14,9;3,3;11,7;3,1;8,6;1,9;1,1;1,3;0,473;0,426;0,731;112,490816;2,0828;"C"
"Grant Williams";"BOS";23;11,6;1,5;5,3;1,2;4;1,2;0,7;1,1;0,475;0,411;0,905;107,047712;2,0066;"PF"
"Grayson Allen";"MIL";26;14,6;2;4,4;0,6;3,8;0,9;0,9;0,4;0,448;0,409;0,865;89,811216;1,905;"SG"
"Greg Brown III";"POR";20;12,7;2;7,6;2,1;5,5;2;1,5;1,4;0,426;0,311;0,677;93,439952;2,0066;"SF"
"Greg Monroe";"MIN";32;14;4,1;11,8;5,5;6,3;2,2;1,5;1,8;0,561;0;0,522;113,398;2,0828;"C"
"Hamidou Diallo";"DET";23;18;2,1;7,9;2;5,9;1,6;2;0,5;0,496;0,247;0,65;91,625584;1,9558;"SG"
"Harrison Barnes";"SAC";30;17,6;2,6;6;1,1;4,9;1,6;0,7;0,2;0,469;0,394;0,826;102,0582;2,0066;"PF"
"Hassan Whiteside";"UTA";33;16,5;0,8;15,3;5,1;10,2;1,6;0,7;3,2;0,652;0;0,623;120,20188;2,1336;"C"
"Hassani Gravett";"ORL";25;10,5;4,2;4,4;0,2;4,2;1,9;1,1;0,2;0,474;0,423;0,75;84,821704;1,8796;"PG"
"Haywood Highsmith";"MIA";25;9,5;1,3;5,7;2,2;3,5;0,7;0,4;0,7;0,348;0,321;0,4;99,79024;1,9558;"SF"
"Herbert Jones";"NOP";23;11,4;2,6;4,6;1,5;3,1;1,5;2;0,9;0,476;0,337;0,84;93,439952;2,0066;"PF"
"Ignas Brazdeikis";"ORL";23;14,1;2,5;4,8;1,5;3,3;1,1;0,7;0,2;0,431;0,31;0,656;100,243832;1,9812;"SF"
"Immanuel Quickley";"NYK";23;17,6;5,5;4,9;0,6;4,3;2;1,1;0,1;0,392;0,346;0,881;86,18248;1,8796;"PG"
"Isaac Bonga";"TOR";22;6,3;2,1;3,7;2,1;1,6;1;4,2;1;0,231;0,25;0,625;81,64656;2,032;"SF"
"Isaac Okoro";"CLE";21;10,7;2,2;3,7;1,3;2,3;1,1;1;0,4;0,48;0,35;0,768;102,0582;1,9304;"SF"
"Isaiah Hartenstein";"LAC";24;16,7;4,7;9,8;3,5;6,4;2,5;1,5;2,3;0,626;0,467;0,689;113,398;2,1336;"C"
"Isaiah Jackson";"IND";20;19,8;0,7;9,9;4;5,9;2,7;1,7;3,5;0,563;0,313;0,682;92,98636;2,032;"C"
"Isaiah Joe";"PHI";22;11,7;2,1;3,3;0,4;3;1,1;0,8;0,2;0,35;0,333;0,935;74,84268;1,9304;"SG"
"Isaiah Livers";"DET";23;11,4;2;5,4;1,4;3,9;1,4;1,2;0,7;0,456;0,422;0,857;105,233344;1,9812;"SF"
"Isaiah Roby";"OKC";24;17,2;2,7;8,2;2,8;5,4;1,6;1,4;1,3;0,514;0,444;0,672;104,32616;2,032;"PF"
"Isaiah Stewart";"DET";21;11,7;1,6;12,2;4,5;7,8;1,7;0,4;1,5;0,51;0,326;0,718;113,398;2,032;"C"
"Isaiah Thomas";"CHA";33;19,9;3,7;3,1;0,4;2,7;1,6;0,8;0,5;0,401;0,337;0,846;83,91452;1,7526;"PG"
"Isaiah Todd";"WAS";20;9,7;1,9;5,8;1,5;4,4;1,9;1,9;1;0,269;0,25;0,333;99,336648;2,0574;"PF"
"Ish Smith";"WAS";33;13,1;7,8;4,5;0,8;3,7;2,5;1,5;0,7;0,43;0,373;0,625;79,3786;1,8288;"PG"
"Ish Wainright";"PHX";27;10,8;1,5;5,4;2,7;2,7;1,3;2;0,6;0,394;0,322;0,583;113,398;1,9558;"PF"
"Ivica Zubac";"LAC";25;15,3;2,3;12,5;4,2;8,3;2,2;0,7;1,5;0,626;0;0,727;108,86208;2,1336;"C"
"JT Thor";"CHA";19;9,2;2,6;5,9;1,5;4,4;1,4;1,1;1,5;0,436;0,259;0,6;92,079176;2,0574;"PF"
"Ja Morant";"MEM";22;29,8;7,3;6,2;1,5;4,7;3,7;1,3;0,4;0,493;0,344;0,761;78,925008;1,8796;"PG"
"JaMychal Green";"DEN";32;14,3;2;9,3;2,7;6,6;1,9;1,4;0,9;0,486;0,266;0,871;102,965384;2,0574;"PF"
"JaQuori McLaughlin";"DAL";24;0;6,6;0;0;0;0;0;0;0;0;0;86,18248;1,9304;"PG"
"JaVale McGee";"PHX";34;20,9;1,3;15,2;5;10,2;3;0,7;2,5;0,629;0,222;0,699;122,46984;2,1336;"C"
"Jabari Parker";"BOS";27;17;1,9;9;1,6;7,4;2,6;1,3;0,3;0,474;0,5;1;111,13004;2,0066;"PF"
"Jaden McDaniels";"MIN";21;12,9;1,6;5,9;1,5;4,3;1,5;1;1,1;0,46;0,317;0,803;83,91452;2,0574;"PF"
"Jaden Springer";"PHI";19;12,8;0;12,8;6,4;6,4;6,4;0;12,8;1;0;0;91,625584;1,9304;"SG"
"Jae Crowder";"PHX";31;12,1;2,4;6,8;0,6;6,2;1;1,8;0,6;0,399;0,348;0,789;106,59412;1,9812;"PF"
"Jae'Sean Tate";"HOU";26;16,1;3,9;7,4;2,4;5;2,4;1,3;0,7;0,498;0,312;0,707;104,32616;1,9304;"PF"
"Jahmi'us Ramsey";"SAC";21;16,1;1,9;3,5;1,1;2,4;1,3;0,3;0,3;0,414;0,278;0,5;86,18248;1,905;"SG"
"Jaime Echenique";"WAS";25;0;0;0;0;0;0;0;0;0;0;0;117,026736;2,0828;"C"
"Jake Layman";"MIN";28;12,6;1,4;5,6;0,9;4,7;1,6;1,1;0,8;0,411;0,229;0,722;94,800728;2,032;"SF"
"Jakob Poeltl";"SAS";26;16,7;3,5;11,6;4,8;6,8;2;0,8;2,2;0,618;1;0,495;114,758776;2,1336;"C"
"Jalen Brunson";"DAL";25;18,3;5,4;4,4;0,6;3,8;1,8;0,9;0;0,502;0,373;0,84;86,18248;1,8796;"SG"
"Jalen Green";"HOU";20;19,5;3;3,8;0,6;3,3;2,3;0,7;0,3;0,426;0,343;0,797;84,368112;1,9304;"SG"
"Jalen Johnson";"ATL";20;15,5;0,9;7,8;0,6;7,2;2,7;0,9;0,6;0,537;0,231;0,714;99,336648;2,032;"PF"
"Jalen McDaniels";"CHA";24;13,7;2,3;6,8;1,5;5,3;1,4;1;0,9;0,484;0,38;0,736;86,18248;2,0574;"SF"
"Jalen Smith";"IND";22;18,3;0,9;12;3,9;8;1,6;0,6;1,6;0,503;0,328;0,765;110,676448;2,032;"PF"
"Jalen Suggs";"ORL";21;15,5;5,8;4,7;0,7;4;3,9;1,6;0,5;0,361;0,214;0,773;92,98636;1,9558;"PG"
"James Bouknight";"CHA";21;16,8;3,1;6,1;2,6;3,5;1,8;0,8;0,1;0,348;0,347;0,871;86,18248;1,9304;"SG"
"James Ennis III";"DEN";31;18,8;1,9;7,8;3,2;4,5;1,3;1,3;1,3;0,458;0,375;0,8;97,52228;1,9812;"SF"
"James Harden";"PHI";32;21,3;9,9;7,4;0,8;6,6;4,2;1,2;0,5;0,41;0,33;0,877;99,79024;1,9558;"PG"
"James Johnson";"BKN";35;10,3;3,9;6,5;1,5;5;1,5;0,9;1;0,469;0,271;0,527;108,86208;2,0066;"PF"
"Jamorko Pickett";"DET";24;10,2;1,4;6,5;1,2;5,3;1;0;1,4;0,36;0,333;0,5;93,439952;2,0574;"PF"
"Jared Butler";"UTA";21;16,1;6,3;4,5;0,5;4;3,3;1,7;0,8;0,404;0,318;0,688;87,543256;1,905;"SG"
"Jared Harper";"NOP";24;31,1;11,8;1,7;1,7;0;1,7;3,4;0,8;0,538;0,417;1;79,3786;1,778;"PG"
"Jaren Jackson Jr.";"MEM";22;21,5;1,5;7,7;2;5,7;2,2;1,2;3;0,415;0,319;0,823;109,769264;2,0828;"PF"
"Jarred Vanderbilt";"MIN";23;9,8;1,8;11,9;4,1;7,8;1,4;1,9;0,9;0,587;0,143;0,656;97,068688;2,032;"PF"
"Jarrett Allen";"CLE";24;18;1,8;12;3,8;8,2;1,9;0,9;1,5;0,677;0,1;0,708;110,222856;2,0574;"C"
"Jarrett Culver";"MEM";23;13,8;3,5;5,1;1,4;3,7;2,1;2,1;0,5;0,378;0,255;0,471;88,45044;1,9812;"SG"
"Jarron Cumberland";"POR";24;5,8;2,9;8,8;2,9;5,8;0;0;0;0,5;0;0;92,98636;1,9558;"SG"
"Javin DeLaurier";"MIL";24;0;0;12,9;0;12,9;0;12,9;0;0;0;0;106,140528;2,0828;"C"
"Javonte Green";"CHI";28;11,1;1,4;6,5;2,2;4,4;0,7;1,6;0,8;0,542;0,356;0,833;92,98636;1,9558;"SF"
"Javonte Smart";"MIA";23;9,2;2,9;4,3;0,9;3,4;2;1,1;0,5;0,317;0,296;0,833;92,98636;1,9304;"PG"
"Jaxson Hayes";"NOP";22;16,8;1,1;8,1;3;5,2;1,4;0,9;1,4;0,616;0,351;0,766;99,79024;2,1336;"C"
"Jay Huff";"LAL";24;0;1,8;7,1;1,8;5,3;1,8;1,8;1,8;0;0;0;108,86208;2,159;"C"
"Jay Scrubb";"LAC";21;14,5;2,4;4,7;0,6;4,2;2,1;1,2;0,9;0,391;0,286;0,7;99,79024;1,9558;"SG"
"Jaylen Brown";"BOS";25;25,3;3,7;6,6;0,9;5,7;2,9;1,1;0,3;0,473;0,358;0,758;101,151016;1,9812;"SF"
"Jaylen Hoard";"OKC";23;15,5;2,6;12,6;4,5;8,1;1,2;0,9;0,8;0,489;0,36;0,429;97,975872;2,032;"SF"
"Jaylen Morris";"SAS";26;4,5;4,5;4,5;0;4,5;2,2;0;0;0;0;0,5;83,91452;1,9558;"SG"
"Jaylen Nowell";"MIN";22;19,5;4,8;4,5;0,8;3,7;1,3;1;0,4;0,475;0,394;0,783;91,171992;1,9304;"SG"
"Jaysean Paige";"DET";27;0;5,4;5,4;0;5,4;5,4;0;0;0;0;0;90,7184;1,8796;"PG"
"Jayson Tatum";"BOS";24;27;4,4;8;1,1;6,9;2,9;1;0,6;0,453;0,353;0,853;95,25432;2,032;"SF"
"Jeff Dowtin Jr.";"ORL";25;6,3;3,3;6;2,7;3,3;1,7;1,7;0,3;0,308;0,111;1;80,285784;1,905;"PG"
"Jeff Green";"DEN";35;15;1,9;4,5;0,8;3,7;1,4;0,5;0,5;0,524;0,315;0,833;106,59412;2,032;"PF"
"Jemerrio Jones";"LAL";27;9,8;0;7,3;4,9;2,4;0;2,4;0;0,667;0;0;79,3786;1,9558;"SF"
"Jerami Grant";"DET";28;21,7;2,7;4,6;0,7;3,9;2;1,1;1,2;0,426;0,358;0,838;96,615096;2,0066;"PF"
"Jeremiah Robinson-Earl";"OKC";21;12,1;1,6;9,1;2,5;6,6;1,3;1;0,5;0,414;0,352;0,741;108,86208;2,0574;"C"
"Jeremy Lamb";"SAC";30;15,8;3,1;5,9;1;4,9;1,4;1,2;0,8;0,383;0,324;0,84;81,64656;1,9558;"SF"
"Jericho Sims";"NYK";23;5,8;1,4;11;4;7;1,3;0,7;1,4;0,722;0;0,414;113,398;2,0828;"PF"
"Jevon Carter";"MIL";26;11;3,8;4,4;0,6;3,8;1,4;1;0,6;0,387;0,388;0,833;86,18248;1,8288;"PG"
"Jimmy Butler III";"MIA";32;22,7;5,8;6,3;1,9;4,4;2,3;1,8;0,5;0,48;0,233;0,87;104,32616;1,9812;"SF"
"Jock Landale";"SAS";26;16,2;2,8;8,4;3,9;4,6;1,9;0,6;0,9;0,495;0,326;0,829;115,66596;2,1082;"C"
"Joe Harris";"BKN";30;13,5;1,2;4,8;0,4;4,3;1,4;0,6;0,2;0,452;0,466;0,833;99,79024;1,9812;"SF"
"Joe Ingles";"POR";34;10,4;5,1;4,2;0,4;3,8;1,5;0,7;0,2;0,404;0,347;0,773;99,79024;2,032;"SF"
"Joe Johnson";"BOS";41;36,9;0;0;0;0;0;0;0;1;0;0;108,86208;2,0066;"SG"
"Joe Wieskamp";"SAS";22;10,7;1,6;2,5;0,7;1,8;0,4;0,7;0,5;0,357;0,326;0,538;92,98636;1,9812;"SG"
"Joel Ayayi";"WAS";22;3,6;7,1;5,3;1,8;3,6;0;0;0;0,167;0;0;81,64656;1,9304;"SG"
"Joel Embiid";"PHI";28;32,6;4,5;12,5;2,3;10,2;3,4;1,2;1,6;0,499;0,371;0,814;127,00576;2,1336;"C"
"John Collins";"ATL";24;19;2,1;9,1;2;7,1;1,3;0,7;1,2;0,526;0,364;0,793;102,511792;2,0574;"PF"
"John Konchar";"MEM";26;9,7;3;9,2;2,4;6,7;0,8;1,3;0,6;0,515;0,413;0,551;95,25432;1,9558;"SG"
"Jon Teske";"MEM";25;0;4,7;9,3;0;9,3;0;4,7;0;0;0;0;120,20188;2,159;"C"
"Jonas Valančiūnas";"NOP";30;21,1;3,1;13,5;3,6;9,9;2,9;0,7;1;0,544;0,361;0,82;120,20188;2,1082;"C"
"Jonathan Kuminga";"GSW";19;19,8;1,9;7,1;1,6;5,5;2,2;0,9;0,7;0,513;0,336;0,684;102,0582;2,0066;"SF"
"Jordan Bell";"CHI";27;0;0;17,9;17,9;0;0;17,9;0;0;0;0;97,975872;2,0066;"C"
"Jordan Clarkson";"UTA";30;21,3;3,3;4,6;1,1;3,5;2,2;1,1;0,3;0,419;0,318;0,828;87,996848;1,9558;"SG"
"Jordan Goodwin";"WAS";23;0;0;6,1;0;6,1;0;0;0;0;0;0;97,52228;1,905;"SG"
"Jordan McLaughlin";"MIN";26;9,3;7,2;3,8;0,9;2,9;1,5;2,3;0,4;0,44;0,318;0,75;83,91452;1,8034;"PG"
"Jordan Nwora";"MIL";23;14,8;1,8;6,7;1,1;5,6;1,7;0,8;0,5;0,403;0,348;0,837;102,0582;2,032;"SF"
"Jordan Poole";"GSW";23;22,2;4,8;4,1;0,5;3,6;2,9;0,9;0,4;0,448;0,364;0,925;87,996848;1,9304;"SG"
"Jordan Schakel";"WAS";24;5,9;0;9,5;2,4;7,1;1,2;1,2;0;0,091;0,167;1;90,7184;1,9812;"SG"
"Jose Alvarado";"NOP";24;14,2;6,6;4,3;1,1;3,2;1,7;3,1;0,3;0,446;0,291;0,679;81,192968;1,8288;"PG"
"Josh Christopher";"HOU";20;15,8;4;5;1,4;3,6;3,1;1,8;0,4;0,448;0,296;0,735;97,52228;1,9304;"SG"
"Josh Giddey";"OKC";19;14,3;7,3;8,9;2,1;6,8;3,6;1,1;0,4;0,419;0,263;0,709;97,068688;2,0066;"SF"
"Josh Green";"DAL";21;11,1;2,7;5,6;1,8;3,8;1,5;1,6;0,5;0,508;0,359;0,689;90,7184;1,9812;"SG"
"Josh Hart";"POR";27;16,2;4,5;7,8;1,2;6,6;2,3;1,2;0,3;0,504;0,343;0,758;97,52228;1,9558;"SG"
"Josh Jackson";"SAC";25;14,2;2,3;6,1;0,9;5,2;2;1,1;1;0,4;0,254;0,714;93,893544;2,032;"SF"
"Josh Okogie";"MIN";23;9,3;1,7;4,9;2;2,9;1,6;1,8;0,8;0,404;0,298;0,686;96,615096;1,9304;"SG"
"Josh Richardson";"SAS";28;15;2,6;4,2;0,9;3,2;1,5;1,3;0,7;0,438;0,415;0,889;90,7184;1,9558;"SG"
"Joshua Primo";"SAS";19;10,7;3;4,2;1,2;3;2,1;0,7;0,9;0,374;0,307;0,746;85,728888;1,9304;"SF"
"Jrue Holiday";"MIL";32;20;7,5;4,9;1,1;3,8;3;1,8;0,5;0,501;0,411;0,761;99,79024;1,9304;"PG"
"Juan Toscano-Anderson";"GSW";29;10,8;4,6;6,4;1;5,4;2,5;1,7;0,6;0,489;0,322;0,571;94,800728;1,9812;"SF"
"Juancho Hernangomez";"UTA";26;10,6;1,6;8,1;2,3;5,8;1,3;1,1;0,8;0,415;0,348;0,559;97,068688;2,0574;"PF"
"Julius Randle";"NYK";27;20,5;5,2;10,1;1,8;8,4;3,5;0,8;0,6;0,411;0,308;0,756;113,398;2,0574;"PF"
"Justin Anderson";"IND";28;11,6;3,8;5,2;0,5;4,8;0,9;0,9;0,7;0,379;0,254;0,789;104,779752;1,9558;"SF"
"Justin Champagnie";"TOR";21;10,4;1,4;9,2;4,7;4,5;1;1;0,5;0,463;0,357;1;93,439952;1,9812;"SF"
"Justin Holiday";"SAC";33;13,1;2,2;3,3;0,5;2,8;1,2;1;0,6;0,394;0,367;0,806;81,64656;1,9812;"SF"
"Justin Jackson";"PHX";27;14,8;2;6,9;1;5,9;1;0;0;0,333;0,333;1;99,79024;2,032;"SF"
"Justin Robinson";"DET";24;9,2;3,8;2,5;0,5;2;2;1,1;0,1;0,301;0,295;0,5;88,45044;1,8542;"PG"
"Justise Winslow";"POR";26;12,7;3,9;9,4;2,3;7,1;2,3;1,6;1,2;0,428;0,227;0,591;100,697424;1,9812;"PF"
"Jusuf Nurkić";"POR";27;19,2;3,6;14,1;3,8;10,3;3,3;1,4;0,8;0,535;0,268;0,69;131,54168;2,1082;"C"
"Juwan Morgan";"BOS";25;5,8;1,2;4,7;2,3;2,3;0;0;0;0,667;0,5;0;105,233344;2,0066;"PF"
"KJ Martin";"HOU";21;15,1;2,2;6,5;1,7;4,7;1,3;0,7;0,9;0,533;0,357;0,634;97,52228;1,9812;"SF"
"KZ Okpala";"MIA";23;11,4;2,1;6;1,6;4,4;0,7;0,6;1;0,435;0,346;0,727;97,52228;2,032;"PF"
"Kai Jones";"CHA";21;12,6;2,3;6,3;1,7;4,6;3,4;0,6;1,1;0,643;0,5;0,375;100,243832;2,1082;"C"
"Karl-Anthony Towns";"MIN";26;26,4;3,9;10,6;2,8;7,8;3,3;1;1,2;0,529;0,41;0,822;112,490816;2,1336;"C"
"Keifer Sykes";"IND";28;11,4;3,9;2,9;0,5;2,4;2,1;0,8;0,3;0,363;0,3;0,882;75,749864;1,8034;"PG"
"Keita Bates-Diop";"SAS";26;12,6;1,5;8,7;2,3;6,4;1,7;1;0,5;0,517;0,309;0,754;103,872568;2,032;"SF"
"Kelan Martin";"BOS";26;13,7;1,7;4,4;1,4;3;1,1;1;0,7;0,409;0,293;0,692;104,32616;1,9558;"SF"
"Keldon Johnson";"SAS";22;19,2;2,4;6,9;1,2;5,7;1,4;0,9;0,2;0,466;0,398;0,756;99,79024;1,9812;"SF"
"Keljin Blevins";"POR";26;9,8;2;4,6;1,6;3;1,8;1,3;0,1;0,306;0,292;0,545;90,7184;1,9304;"SF"
"Kelly Olynyk";"DET";31;17,2;5,2;8,3;2,5;5,8;2,7;1,5;0,9;0,448;0,336;0,775;108,86208;2,1336;"C"
"Kelly Oubre Jr.";"CHA";26;20,5;1,5;5,4;1,4;4;1,2;1,4;0,6;0,44;0,345;0,667;92,079176;2,032;"SF"
"Kemba Walker";"NYK";32;16,4;5;4,2;0,5;3,7;1,8;1;0,3;0,403;0,367;0,845;83,460928;1,8288;"PG"
"Kenrich Williams";"OKC";27;12,2;3,6;7,4;2,5;4,9;1,5;1,5;0,3;0,461;0,339;0,545;95,25432;2,0066;"SF"
"Kent Bazemore";"LAL";32;8,7;2,2;4,6;0,9;3,7;1,4;1,7;0,6;0,324;0,363;0,765;88,45044;1,9304;"SF"
"Kentavious Caldwell-Pope";"WAS";29;15,7;2,2;4;0,6;3,4;1,5;1,3;0,4;0,435;0,39;0,89;92,532768;1,9558;"SG"
"Keon Johnson";"POR";20;13,8;3,9;4,2;1,2;2,9;2,4;1,4;0,6;0,353;0,34;0,804;83,91452;1,9558;"SG"
"Kessler Edwards";"BKN";21;10,4;1,1;6,3;1,6;4,7;1,5;1,1;0,9;0,412;0,353;0,842;92,079176;2,0066;"SF"
"Kevin Durant";"BKN";33;28,9;6,2;7,2;0,5;6,6;3,4;0,8;0,9;0,518;0,383;0,91;108,86208;2,1082;"PF"
"Kevin Huerter";"ATL";23;14,7;3,3;4,2;0,5;3,7;1,5;0,9;0,4;0,454;0,389;0,808;86,18248;1,9812;"SF"
"Kevin Knox II";"ATL";22;15;1,6;7,1;2,3;4,9;1,1;0,6;0,3;0,365;0,278;0,727;97,52228;2,032;"SF"
"Kevin Love";"CLE";33;21,8;3,5;11,6;1,9;9,7;2,1;0,6;0,4;0,43;0,392;0,838;113,851592;2,0828;"C"
"Kevin Pangos";"CLE";29;8,5;6,5;2,4;0,4;2;1,5;0,7;0;0,326;0,231;0,75;81,192968;1,8542;"PG"
"Kevin Porter Jr.";"HOU";22;17,9;7,1;5;0,8;4,2;3,6;1,3;0,4;0,415;0,375;0,642;92,079176;1,9558;"PG"
"Kevon Looney";"GSW";26;10,2;3,4;12,4;4,3;8,1;1,4;1;1,1;0,571;0;0,6;100,697424;2,0574;"C"
"Khem Birch";"TOR";29;9;2;8,7;4,4;4,2;1,1;1,1;0,9;0,485;0;0,746;105,686936;2,032;"C"
"Khris Middleton";"MIL";30;22,3;6;6;0,7;5,3;3,2;1,3;0,3;0,443;0,373;0,89;100,697424;2,0066;"SF"
"Killian Hayes";"DET";20;9,9;6,1;4,6;0,8;3,8;2,4;1,7;0,8;0,383;0,263;0,77;88,45044;1,9558;"PG"
"Killian Tillie";"MEM";24;9,2;1,7;4,7;1,6;3;1;1,8;1,2;0,339;0,314;0,625;99,79024;2,0574;"C"
"Kira Lewis Jr.";"NOP";21;14,9;5,2;4,1;0,9;3,2;2,7;1,2;0,1;0,404;0,224;0,833;77,11064;1,8542;"PG"
"Klay Thompson";"GSW";32;24,9;3,4;4,8;0,6;4,2;1,6;0,6;0,7;0,429;0,385;0,902;99,79024;1,9558;"SG"
"Kris Dunn";"POR";28;11,3;8,5;5,2;1;4,3;3,4;2,5;0,3;0,431;0,091;0,944;92,98636;1,905;"PG"
"Kristaps Porziņģis";"WAS";26;25;2,9;10;2,5;7,5;2;0,9;2;0,459;0,31;0,867;108,86208;2,1844;"PF"
"Kyle Anderson";"MEM";28;12,6;4,4;8,9;1,7;7,3;1,7;1,9;1,1;0,446;0,33;0,638;104,32616;2,032;"PF"
"Kyle Guy";"MIA";24;14,3;3,3;3,3;0,8;2,5;2,5;1,4;0,2;0,4;0,35;0,667;75,749864;1,8542;"SG"
"Kyle Kuzma";"WAS";26;18,5;3,8;9,2;1,1;8;2,8;0,7;0,9;0,452;0,341;0,712;100,243832;2,032;"PF"
"Kyle Lowry";"MIA";36;14,2;8;4,8;0,6;4,2;2,8;1,1;0,3;0,44;0,377;0,851;88,904032;1,8288;"PG"
"Kyrie Irving";"BKN";30;26,3;5,5;4,2;0,5;3,7;2,4;1,4;0,6;0,469;0,418;0,915;88,45044;1,8796;"PG"
"LaMarcus Aldridge";"BKN";36;20,8;1,4;8,8;2,5;6,3;1,5;0,5;1,6;0,55;0,304;0,873;113,398;2,1082;"C"
"LaMelo Ball";"CHA";20;22,4;8,5;7,4;1,6;5,8;3,6;1,8;0,4;0,429;0,389;0,872;81,64656;2,0066;"PG"
"Lamar Stevens";"CLE";24;13,6;1,6;5,8;1,7;4,2;1,5;1,1;0,6;0,489;0,277;0,707;104,32616;2,0066;"PF"
"Lance Stephenson";"IND";31;17;7,3;5,6;0,5;5,1;3,2;1,1;0,2;0,455;0,3;0,788;95,25432;1,9558;"SG"
"Landry Shamet";"PHX";25;14,4;2,7;3,2;0,4;2,8;1;0,7;0,2;0,394;0,368;0,84;86,18248;1,9558;"SG"
"Langston Galloway";"MIL";30;4,7;4;6,1;1;5,1;2;0,3;0;0,231;0,125;0;90,7184;1,8542;"SG"
"Larry Nance Jr.";"NOP";29;11,1;2,8;8,6;2,5;6,1;1,3;1,5;0,7;0,522;0,329;0,702;111,13004;1,9812;"PF"
"Lauri Markkanen";"CLE";25;17,3;1,6;6,6;1,1;5,5;1;0,9;0,6;0,445;0,358;0,868;108,86208;2,159;"SF"
"LeBron James";"LAL";37;29,3;6;7,9;1,1;6,8;3,4;1,3;1;0,524;0,359;0,756;113,398;2,0574;"C"
"Leandro Bolmaro";"MIN";21;7,5;3,1;6,4;2,4;4;1,9;0,9;0;0,315;0,278;0,846;90,7184;1,9812;"SF"
"Lindell Wigginton";"MIL";24;14,5;4,2;4,5;0,5;4;2,2;0,9;0,2;0,426;0,346;0,543;85,728888;1,8542;"PG"
"Lindy Waters III";"OKC";24;15,4;1,9;5,6;0,5;5,2;0,9;1,5;0,6;0,406;0,363;0,8;95,25432;1,9558;"SG"
"Lonnie Walker IV";"SAS";23;19;3,4;4;0,4;3,6;1,6;1;0,4;0,407;0,314;0,784;92,532768;1,9304;"SG"
"Lonzo Ball";"CHI";24;13,5;5,3;5,6;1;4,6;2,4;1,9;0,9;0,423;0,423;0,75;86,18248;1,9558;"PG"
"Lou Williams";"ATL";35;16;4,7;3,9;0,7;3,2;1,9;1,3;0,1;0,391;0,363;0,859;79,3786;1,8796;"PG"
"Louis King";"SAC";23;15,6;3,1;4,2;0;4,2;0;0,7;0,3;0,319;0,296;0,7;92,98636;2,0066;"SF"
"Luguentz Dort";"OKC";23;19;1,9;4,6;0,8;3,8;1,9;1;0,4;0,404;0,332;0,843;99,79024;1,9304;"SG"
"Luka Dončić";"DAL";23;28,9;8,9;9,3;0,9;8,4;4,6;1,2;0,6;0,457;0,353;0,744;104,32616;2,032;"PG"
